timestamp num bytes from host ip seq ttl ping ms
2014-11-25@20:00:00 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3622 ttl=245 time=87.2 ms
2014-11-25@20:00:01 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3623 ttl=245 time=37.2 ms
2014-11-25@20:00:02 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3624 ttl=245 time=96.7 ms
2014-11-25@20:00:03 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3625 ttl=245 time=105 ms
2014-11-25@20:00:04 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3626 ttl=245 time=66.9 ms
2014-11-25@20:00:05 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3627 ttl=245 time=127 ms
2014-11-25@20:00:06 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3628 ttl=245 time=48.1 ms
2014-11-25@20:00:07 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3629 ttl=245 time=41.5 ms
2014-11-25@20:00:08 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3630 ttl=245 time=29.8 ms
2014-11-25@20:00:09 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3631 ttl=245 time=222 ms
2014-11-25@20:00:10 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3632 ttl=245 time=16.2 ms
2014-11-25@20:00:11 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3633 ttl=245 time=45.1 ms
2014-11-25@20:00:12 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3634 ttl=245 time=56.5 ms
2014-11-25@20:00:13 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3635 ttl=245 time=61.9 ms
2014-11-25@20:00:14 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3636 ttl=245 time=102 ms
2014-11-25@20:00:15 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3637 ttl=245 time=62.1 ms
2014-11-25@20:00:16 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3638 ttl=245 time=35.3 ms
2014-11-25@20:00:17 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3639 ttl=245 time=19.9 ms
2014-11-25@20:00:18 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3640 ttl=245 time=15.6 ms
2014-11-25@20:00:19 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3641 ttl=245 time=51.9 ms
2014-11-25@20:00:20 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3642 ttl=245 time=14.9 ms
2014-11-25@20:00:21 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3643 ttl=245 time=101 ms
2014-11-25@20:00:22 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3644 ttl=245 time=91.1 ms
2014-11-25@20:00:23 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3645 ttl=245 time=89.7 ms
2014-11-25@20:00:24 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3646 ttl=245 time=14.8 ms
2014-11-25@20:00:25 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3647 ttl=245 time=13.4 ms
2014-11-25@20:00:26 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3648 ttl=245 time=24.0 ms
2014-11-25@20:00:27 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3649 ttl=245 time=11.1 ms
2014-11-25@20:00:28 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3650 ttl=245 time=42.6 ms
2014-11-25@20:00:29 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3651 ttl=245 time=39.8 ms
2014-11-25@20:00:30 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3652 ttl=245 time=111 ms
2014-11-25@20:00:31 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3653 ttl=245 time=117 ms
2014-11-25@20:00:32 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3654 ttl=245 time=112 ms
2014-11-25@20:00:33 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3655 ttl=245 time=33.0 ms
2014-11-25@20:00:34 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3656 ttl=245 time=78.8 ms
2014-11-25@20:00:35 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3657 ttl=245 time=12.3 ms
2014-11-25@20:00:36 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3658 ttl=245 time=19.2 ms
2014-11-25@20:00:37 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3659 ttl=245 time=20.5 ms
2014-11-25@20:00:38 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3660 ttl=245 time=96.9 ms
2014-11-25@20:00:39 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3661 ttl=245 time=23.2 ms
2014-11-25@20:00:40 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3662 ttl=245 time=39.7 ms
2014-11-25@20:00:41 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3663 ttl=245 time=20.0 ms
2014-11-25@20:00:42 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3664 ttl=245 time=25.5 ms
2014-11-25@20:00:43 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3665 ttl=245 time=123 ms
2014-11-25@20:00:44 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3666 ttl=245 time=16.5 ms
2014-11-25@20:00:45 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3667 ttl=245 time=117 ms
2014-11-25@20:00:46 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3668 ttl=245 time=64.7 ms
2014-11-25@20:00:47 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3669 ttl=245 time=13.7 ms
2014-11-25@20:00:48 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3670 ttl=245 time=47.7 ms
2014-11-25@20:00:49 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3671 ttl=245 time=107 ms
2014-11-25@20:00:50 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3672 ttl=245 time=18.6 ms
2014-11-25@20:00:51 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3673 ttl=245 time=38.5 ms
2014-11-25@20:00:52 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3674 ttl=245 time=126 ms
2014-11-25@20:00:53 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3675 ttl=245 time=48.9 ms
2014-11-25@20:00:54 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3676 ttl=245 time=74.5 ms
2014-11-25@20:00:55 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3677 ttl=245 time=134 ms
2014-11-25@20:00:56 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3678 ttl=245 time=62.3 ms
2014-11-25@20:00:57 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3679 ttl=245 time=58.1 ms
2014-11-25@20:00:58 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3680 ttl=245 time=52.5 ms
2014-11-25@20:00:59 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3681 ttl=245 time=40.3 ms
2014-11-25@20:01:00 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3682 ttl=245 time=12.8 ms
2014-11-25@20:01:01 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3683 ttl=245 time=110 ms
2014-11-25@20:01:02 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3684 ttl=245 time=171 ms
2014-11-25@20:01:03 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3685 ttl=245 time=16.6 ms
2014-11-25@20:01:04 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3686 ttl=245 time=145 ms
2014-11-25@20:01:05 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3687 ttl=245 time=73.8 ms
2014-11-25@20:01:06 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3688 ttl=245 time=82.8 ms
2014-11-25@20:01:07 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3689 ttl=245 time=193 ms
2014-11-25@20:01:08 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3690 ttl=245 time=30.5 ms
2014-11-25@20:01:09 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3691 ttl=245 time=74.1 ms
2014-11-25@20:01:10 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3692 ttl=245 time=41.4 ms
2014-11-25@20:01:11 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3693 ttl=245 time=22.5 ms
2014-11-25@20:01:12 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3694 ttl=245 time=12.9 ms
2014-11-25@20:01:13 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3695 ttl=245 time=156 ms
2014-11-25@20:01:14 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3696 ttl=245 time=124 ms
2014-11-25@20:01:15 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3697 ttl=245 time=85.8 ms
2014-11-25@20:01:16 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3698 ttl=245 time=109 ms
2014-11-25@20:01:17 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3699 ttl=245 time=111 ms
2014-11-25@20:01:18 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3700 ttl=245 time=154 ms
2014-11-25@20:01:19 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3701 ttl=245 time=105 ms
2014-11-25@20:01:20 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3702 ttl=245 time=56.5 ms
2014-11-25@20:01:21 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3703 ttl=245 time=84.7 ms
2014-11-25@20:01:22 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3704 ttl=245 time=87.0 ms
2014-11-25@20:01:23 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3705 ttl=245 time=68.1 ms
2014-11-25@20:01:24 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3706 ttl=245 time=36.3 ms
2014-11-25@20:01:25 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3707 ttl=245 time=18.3 ms
2014-11-25@20:01:26 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3708 ttl=245 time=14.0 ms
2014-11-25@20:01:27 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3709 ttl=245 time=56.8 ms
2014-11-25@20:01:28 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3710 ttl=245 time=63.7 ms
2014-11-25@20:01:29 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3711 ttl=245 time=14.9 ms
2014-11-25@20:01:30 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3712 ttl=245 time=76.1 ms
2014-11-25@20:01:31 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3713 ttl=245 time=66.1 ms
2014-11-25@20:01:32 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3714 ttl=245 time=93.4 ms
2014-11-25@20:01:33 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3715 ttl=245 time=48.8 ms
2014-11-25@20:01:34 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3716 ttl=245 time=196 ms
2014-11-25@20:01:35 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3717 ttl=245 time=18.1 ms
2014-11-25@20:01:36 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3718 ttl=245 time=135 ms
2014-11-25@20:01:37 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3719 ttl=245 time=17.8 ms
2014-11-25@20:01:38 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3720 ttl=245 time=59.4 ms
2014-11-25@20:01:39 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3721 ttl=245 time=32.5 ms
2014-11-25@20:01:40 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3722 ttl=245 time=132 ms
2014-11-25@20:01:41 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3723 ttl=245 time=132 ms
2014-11-25@20:01:42 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3724 ttl=245 time=98.6 ms
2014-11-25@20:01:43 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3725 ttl=245 time=115 ms
2014-11-25@20:01:44 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3726 ttl=245 time=35.4 ms
2014-11-25@20:01:45 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3727 ttl=245 time=121 ms
2014-11-25@20:01:46 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3728 ttl=245 time=193 ms
2014-11-25@20:01:47 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3729 ttl=245 time=170 ms
2014-11-25@20:01:48 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3730 ttl=245 time=53.8 ms
2014-11-25@20:01:49 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3731 ttl=245 time=89.4 ms
2014-11-25@20:01:50 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3732 ttl=245 time=78.7 ms
2014-11-25@20:01:51 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3733 ttl=245 time=33.3 ms
2014-11-25@20:01:52 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3734 ttl=245 time=73.2 ms
2014-11-25@20:01:53 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3735 ttl=245 time=113 ms
2014-11-25@20:01:54 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3736 ttl=245 time=37.1 ms
2014-11-25@20:01:55 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3737 ttl=245 time=97.8 ms
2014-11-25@20:01:56 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3738 ttl=245 time=11.6 ms
2014-11-25@20:01:57 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3739 ttl=245 time=95.0 ms
2014-11-25@20:01:58 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3740 ttl=245 time=440 ms
2014-11-25@20:01:59 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3741 ttl=245 time=124 ms
2014-11-25@20:02:00 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3742 ttl=245 time=33.9 ms
2014-11-25@20:02:01 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3743 ttl=245 time=39.1 ms
2014-11-25@20:02:02 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3744 ttl=245 time=92.1 ms
2014-11-25@20:02:03 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3745 ttl=245 time=71.8 ms
2014-11-25@20:02:04 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3746 ttl=245 time=16.5 ms
2014-11-25@20:02:05 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3747 ttl=245 time=66.5 ms
2014-11-25@20:02:06 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3748 ttl=245 time=89.1 ms
2014-11-25@20:02:07 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3749 ttl=245 time=100 ms
2014-11-25@20:02:08 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3750 ttl=245 time=28.8 ms
2014-11-25@20:02:09 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3751 ttl=245 time=132 ms
2014-11-25@20:02:10 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3752 ttl=245 time=33.4 ms
2014-11-25@20:02:11 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3753 ttl=245 time=125 ms
2014-11-25@20:02:12 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3754 ttl=245 time=154 ms
2014-11-25@20:02:13 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3755 ttl=245 time=96.5 ms
2014-11-25@20:02:14 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3756 ttl=245 time=161 ms
2014-11-25@20:02:15 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3757 ttl=245 time=125 ms
2014-11-25@20:02:16 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3758 ttl=245 time=143 ms
2014-11-25@20:02:17 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3759 ttl=245 time=52.5 ms
2014-11-25@20:02:18 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3760 ttl=245 time=122 ms
2014-11-25@20:02:19 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3761 ttl=245 time=101 ms
2014-11-25@20:02:20 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3762 ttl=245 time=144 ms
2014-11-25@20:02:22 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3763 ttl=245 time=695 ms
2014-11-25@20:02:22 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3764 ttl=245 time=128 ms
2014-11-25@20:02:23 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3765 ttl=245 time=113 ms
2014-11-25@20:02:24 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3766 ttl=245 time=34.9 ms
2014-11-25@20:02:25 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3767 ttl=245 time=151 ms
2014-11-25@20:02:26 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3768 ttl=245 time=282 ms
2014-11-25@20:02:27 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3769 ttl=245 time=35.4 ms
2014-11-25@20:02:28 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3770 ttl=245 time=413 ms
2014-11-25@20:02:29 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3771 ttl=245 time=11.6 ms
2014-11-25@20:02:30 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3772 ttl=245 time=112 ms
2014-11-25@20:02:31 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3773 ttl=245 time=286 ms
2014-11-25@20:02:32 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3774 ttl=245 time=17.6 ms
2014-11-25@20:02:33 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3775 ttl=245 time=137 ms
2014-11-25@20:02:34 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3776 ttl=245 time=208 ms
2014-11-25@20:02:35 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3777 ttl=245 time=182 ms
2014-11-25@20:02:36 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3778 ttl=245 time=120 ms
2014-11-25@20:02:37 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3779 ttl=245 time=34.6 ms
2014-11-25@20:02:38 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3780 ttl=245 time=155 ms
2014-11-25@20:02:39 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3781 ttl=245 time=135 ms
2014-11-25@20:02:40 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3782 ttl=245 time=26.9 ms
2014-11-25@20:02:41 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3783 ttl=245 time=77.1 ms
2014-11-25@20:02:42 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3784 ttl=245 time=26.3 ms
2014-11-25@20:02:43 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3785 ttl=245 time=83.9 ms
2014-11-25@20:02:44 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3786 ttl=245 time=45.2 ms
2014-11-25@20:02:45 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3787 ttl=245 time=73.3 ms
2014-11-25@20:02:46 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3788 ttl=245 time=69.5 ms
2014-11-25@20:02:47 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3789 ttl=245 time=111 ms
2014-11-25@20:02:48 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3790 ttl=245 time=77.1 ms
2014-11-25@20:02:49 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3791 ttl=245 time=11.7 ms
2014-11-25@20:02:50 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3792 ttl=245 time=134 ms
2014-11-25@20:02:51 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3793 ttl=245 time=55.2 ms
2014-11-25@20:02:52 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3794 ttl=245 time=44.6 ms
2014-11-25@20:02:53 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3795 ttl=245 time=18.6 ms
2014-11-25@20:02:54 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3796 ttl=245 time=15.2 ms
2014-11-25@20:02:55 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3797 ttl=245 time=138 ms
2014-11-25@20:02:56 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3798 ttl=245 time=99.0 ms
2014-11-25@20:02:57 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3799 ttl=245 time=87.0 ms
2014-11-25@20:02:58 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3800 ttl=245 time=32.9 ms
2014-11-25@20:02:59 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3801 ttl=245 time=109 ms
2014-11-25@20:03:00 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3802 ttl=245 time=46.4 ms
2014-11-25@20:03:01 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3803 ttl=245 time=98.9 ms
2014-11-25@20:03:02 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3804 ttl=245 time=110 ms
2014-11-25@20:03:03 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3805 ttl=245 time=139 ms
2014-11-25@20:03:04 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3806 ttl=245 time=59.4 ms
2014-11-25@20:03:05 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3807 ttl=245 time=91.4 ms
2014-11-25@20:03:06 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3808 ttl=245 time=203 ms
2014-11-25@20:03:07 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3809 ttl=245 time=107 ms
2014-11-25@20:03:08 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3810 ttl=245 time=257 ms
2014-11-25@20:03:09 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3811 ttl=245 time=86.0 ms
2014-11-25@20:03:10 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3812 ttl=245 time=70.5 ms
2014-11-25@20:03:11 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3813 ttl=245 time=149 ms
2014-11-25@20:03:12 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3814 ttl=245 time=244 ms
2014-11-25@20:03:13 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3815 ttl=245 time=85.7 ms
2014-11-25@20:03:14 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3816 ttl=245 time=33.0 ms
2014-11-25@20:03:15 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3817 ttl=245 time=129 ms
2014-11-25@20:03:16 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3818 ttl=245 time=27.7 ms
2014-11-25@20:03:17 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3819 ttl=245 time=18.7 ms
2014-11-25@20:03:18 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3820 ttl=245 time=97.7 ms
2014-11-25@20:03:19 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3821 ttl=245 time=19.4 ms
2014-11-25@20:03:20 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3822 ttl=245 time=100 ms
2014-11-25@20:03:21 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3823 ttl=245 time=189 ms
2014-11-25@20:03:22 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3824 ttl=245 time=77.0 ms
2014-11-25@20:03:23 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3825 ttl=245 time=36.7 ms
2014-11-25@20:03:24 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3826 ttl=245 time=46.6 ms
2014-11-25@20:03:25 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3827 ttl=245 time=312 ms
2014-11-25@20:03:26 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3828 ttl=245 time=69.4 ms
2014-11-25@20:03:27 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3829 ttl=245 time=14.9 ms
2014-11-25@20:03:28 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3830 ttl=245 time=147 ms
2014-11-25@20:03:29 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3831 ttl=245 time=162 ms
2014-11-25@20:03:30 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3832 ttl=245 time=279 ms
2014-11-25@20:03:31 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3833 ttl=245 time=90.3 ms
2014-11-25@20:03:32 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3834 ttl=245 time=136 ms
2014-11-25@20:03:33 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3835 ttl=245 time=79.8 ms
2014-11-25@20:03:34 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3836 ttl=245 time=71.7 ms
2014-11-25@20:03:35 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3837 ttl=245 time=12.1 ms
2014-11-25@20:03:36 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3838 ttl=245 time=21.3 ms
2014-11-25@20:03:37 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3839 ttl=245 time=123 ms
2014-11-25@20:03:38 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3840 ttl=245 time=147 ms
2014-11-25@20:03:39 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3841 ttl=245 time=129 ms
2014-11-25@20:03:40 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3842 ttl=245 time=78.4 ms
2014-11-25@20:03:41 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3843 ttl=245 time=41.9 ms
2014-11-25@20:03:42 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3844 ttl=245 time=45.0 ms
2014-11-25@20:03:43 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3845 ttl=245 time=52.2 ms
2014-11-25@20:03:44 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3846 ttl=245 time=16.3 ms
2014-11-25@20:03:45 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3847 ttl=245 time=109 ms
2014-11-25@20:03:46 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3848 ttl=245 time=92.3 ms
2014-11-25@20:03:47 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3849 ttl=245 time=67.0 ms
2014-11-25@20:03:48 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3850 ttl=245 time=36.1 ms
2014-11-25@20:03:49 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3851 ttl=245 time=39.8 ms
2014-11-25@20:03:50 64 bytes from redirector.heise.de (193.99.144.80): icmp_seq=3852 ttl=245 time=51.9 ms
